Abounding_with,Locative_relation
Abundance,Gradable_attributes
Abusing,Committing_crime
Accompaniment,Relation
Accoutrements,Artifact
Accuracy,Inclination
Achieving_first,Intentionally_create
Activity,Process
Activity_abandoned_state,Activity
Activity_done_state,Activity,State
Activity_finish,Activity,Intentionally_act,Process_end
Activity_ongoing,Activity,Process_continue
Activity_pause,Activity
Activity_paused_state,Activity
Activity_prepare,Activity
Activity_ready_state,Activity
Activity_resume,Activity
Activity_start,Activity
Activity_stop,Activity
Addiction,Gradable_attributes
Adjusting,Intentionally_affect
Adorning,Locative_relation
Aesthetics,Desirability,Gradable_attributes
Age,Measurable_attributes
Aging,Eventive_affecting
Agriculture,Attempt_obtain_food_scenario
Aiming,Attempt_distant_interaction_scenario,Manipulation
Alignment_image_schema,Image_schema
Altered_phase,Change_of_phase_scenario
Amalgamation,Reciprocality
Amassing,Getting
Ammunition,Artifact
Annoyance,Emotions_by_stimulus
Appearance,Perception
Apply_heat,Activity,Intentionally_affect
Architectural_part,Shaped_part
Arithmetic_commutative,Arithmetic
Arithmetic_non-commutative,Arithmetic
Arraignment,Criminal_process,Process
Arranging,Intentionally_affect
Arrest,Criminal_process,Intentionally_affect
Arriving,Eventive_affecting,Traversing
Artifact,Entity
Artificiality,Gradable_attributes
Assessing,Cogitation
Assistance,Intentionally_act
Atonement,Intentionally_act
Attaching,Intentionally_affect
Attack,Intentionally_affect
Attempt,Attempting_scenario
Attempt_distant_interaction_scenario,Attempting_scenario
Attempt_means,Attempt
Attempt_obtain_food_scenario,Attempting_scenario
Attempt_obtain_mineral_scenario,Attempting_scenario
Attempt_suasion,Attempt
Attention,State
Avoiding,Intentionally_act
Bail_decision,Arraignment,Intentionally_act
Bearing_arms,State
Becoming,Event
Becoming_a_member,Intentionally_act
Becoming_aware,Perception
Be_in_agreement_on_assessment,Similarity
Being_active,Gradable_attributes
Being_at_risk,Gradable_attributes
Being_attached,Reciprocality,State
Being_awake,Sleep_wake_cycle
Being_born,Cycle_of_life_and_death
Being_dry,Gradable_attributes
Being_employed,Employee's_scenario
Being_in_operation,State
Being_located,State
Being_operational,Capability
Being_rotted,Gradable_attributes
Being_up_to_it,Capability
Being_wet,Gradable_attributes
Besieging,Attack
Be_subset_of,Being_included
Biological_area,Locale
Biological_urge,Gradable_attributes
Birth,Event
Body_decoration,Artifact
Body_description_holistic,Gradable_attributes
Body_description_part,Gradable_attributes
Body_mark,Physical_entity
Bounded_entity,Physical_entity
Bounded_region,Image_schema
Bragging,Judgment_communication
Building,Intentionally_create
Buildings,Artifact
Capability,Gradable_attributes
Capacity,Capability
Causation,Eventive_affecting
Cause_bodily_experience,Transitive_action
Cause_change,Transitive_action
Cause_change_of_consistency,Transitive_action
Cause_change_of_phase,Transitive_action
Cause_change_of_position_on_a_scale,Transitive_action
Cause_change_of_strength,Transitive_action
Cause_expansion,Transitive_action
Cause_fluidic_motion,Cause_motion
Cause_harm,Transitive_action
Cause_impact,Transitive_action
Cause_motion,Transitive_action
Cause_temperature_change,Transitive_action
Cause_to_amalgamate,Intentionally_affect
Cause_to_be_dry,Transitive_action
Cause_to_be_included,Transitive_action
Cause_to_be_sharp,Transitive_action
Cause_to_be_wet,Transitive_action
Cause_to_continue,Transitive_action
Cause_to_end,Transitive_action
Cause_to_experience,Intentionally_affect
Cause_to_fragment,Transitive_action
Cause_to_make_noise,Transitive_action
Cause_to_move_in_place,Transitive_action
Cause_to_perceive,Intentionally_affect
Cause_to_resume,Transitive_action
Cause_to_rot,Transitive_action
Cause_to_wake,Transitive_action
Ceasing_to_be,Cycle_of_existence_scenario,Event
Certainty,Gradable_attributes
Change_event_duration,Cause_change
Change_event_time,Cause_change
Change_of_consistency,Event
Change_of_phase,Change_of_phase_scenario
Change_of_state_endstate,Change_of_state_scenario,State
Change_of_state_initial_state,Change_of_state_scenario,State
Change_posture,Intentionally_act
Change_tool,Intentionally_act
Chatting,Reciprocality
Chemical-sense_description,Gradable_attributes
Choosing,Intentionally_act
Clarity_of_resolution,Gradable_attributes
Clemency,Intentionally_act
Closure,Intentionally_affect
Clothing,Artifact
Collaboration,Intentionally_act,Reciprocality
Collocation_image_schema,Image_schema
Color,Gradable_attributes
Color_qualities,Gradable_attributes
Coming_to_be,Cycle_of_existence_scenario
Coming_to_believe,Event
Commerce_buy,Getting
Commerce_collect,Getting
Commerce_goods-transfer,Commercial_transaction,Transfer
Commerce_money-transfer,Commercial_transaction,Transfer
Commerce_pay,Giving
Commerce_sell,Giving
Commercial_transaction,Commerce_scenario,Reciprocality
Committing_crime,Crime_scenario
Communication_manner,Communication
Communication_noise,Communication
Communication_response,Communication
Compatibility,Gradable_attributes
Complaining,Statement
Completeness,Gradable_attributes
Compliance,Satisfying,Social_behavior_evaluation
Confronting_problem,Intentionally_act
Connectors,Artifact
Conquering,Invasion_scenario
Contact_image_schema,Image_schema
Container_focused_placing,Transitive_action
Container_focused_removing,Transitive_action
Containing,Locative_relation
Containment_relation,Locative_relation
Containment_relation_IS,Trajector-Landmark
Control,Objective_influence
Cooking_creation,Intentionally_create
Corporal_punishment,Rewards_and_punishments
Correctness,Gradable_attributes
Corroding_caused,Transitive_action
Cotheme,Self_motion
Court_examination,Trial
Create_physical_artwork,Intentionally_create
Creating,Transitive_action
Criminal_investigation,Crime_scenario
Criminal_process,Crime_scenario
Cure,Transitive_action
Cutting,Intentionally_affect
Cycle_of_life_and_death,Cycle_of_existence_scenario
Damaging,Transitive_action
Daring,Intentionally_act
Dead_or_alive,Cycle_of_life_and_death,State
Death,Cycle_of_life_and_death
Departing,Eventive_affecting,Traversing
Desirability,Gradable_attributes
Desirable_event,Desirability
Desiring,Experiencer_focus
Destroying,Transitive_action
Difficulty,Gradable_attributes
Discussion,Reciprocality
Disgraceful_situation,Social_behavior_evaluation
Diversity,Similarity
Dodging,Avoiding
Duplication,Intentionally_create
Duration_attribute,Gradable_attributes
Duration_relation,Relation
Dying,State
Education_teaching,Intentionally_affect
Emotion_active,Cogitation
Emotions_by_possibility,Emotions_by_stimulus
Emotions_of_mental_activity,Emotions_by_stimulus
Emotions_success_or_failure,Emotions_by_stimulus
Employing,Employer's_scenario
Employment_continue,Employment_scenario
Employment_end,Employment_scenario
Employment_start,Employment_scenario
Endangering,Transitive_action
Entering_of_plea,Arraignment
Escaping,Departing
Evading,Avoiding
Evaluative_comparison,Position_on_a_scale
Event,Change_of_state_scenario
Event_instance,Instance
Eventive_affecting,Event
Examination,Intentionally_act
Exchange,Intentionally_act,Reciprocality
Exchange_currency,Cause_change
Execute_plan,Intentionally_act
Execution,Rewards_and_punishments
Exemplar,Instance
Exertive_force,Gradable_attributes
Exhaust_resource,Using
Existence,Cycle_of_existence_scenario,State
Expectation,Awareness
Expected_location_of_person,Locative_relation
Experience_bodily_harm,Event
Expertise,Social_behavior_evaluation
Extradition,Intentionally_affect
Fall_asleep,Sleep_wake_cycle
Fame,Gradable_attributes
Familiarity,Gradable_attributes
Fastener,Artifact
Fining,Rewards_and_punishments
Firing,Employer's_scenario,Employment_end,Intentionally_affect
Fleeing,Self_motion
Fluidic_motion,Motion
Food,Physical_entity
Food_gathering,Agriculture
Foreign_or_domestic_country,Political_locales
Forming_relationships,Intentionally_act
Frequency,Gradable_attributes
Front_for,Intentionally_act
Frugality,Social_behavior_evaluation
Fullness,Gradable_attributes
Gathering_up,Intentionally_affect
Gesture,Communication
Get_a_job,Employee's_scenario,Intentionally_act
Getting,Event,Getting_scenario
Getting_underway,Motion
Getting_up,Sleep_wake_cycle
Giving,Giving_scenario,Intentionally_act,Lose_possession
Giving_scenario,Lose_possession_scenario
Goal,Locative_relation,Trajector-Landmark
Go_into_shape,Event
Grasp,Awareness
Grinding,Transitive_action
Grooming,Intentionally_affect
Halt,Motion
Having_commercial_agreement,Commerce_scenario
Having_or_lacking_access,Capability
Health_response,Inclination
Heralding,Intentionally_act
Hiding_objects,Intentionally_affect
Hiring,Employer's_scenario,Intentionally_affect
Historic_event,Eventive_affecting
Hit_or_miss,Attempt_distant_interaction_scenario,Success_or_failure
Hit_target,Intentionally_affect
Hospitality,Social_interaction_evaluation
Hostile_encounter,Intentionally_act
Hunting,Hunting_scenario
Hunting_scenario,Attempt_obtain_food_scenario
Hunting_success_or_failure,Hunting_scenario
Idiosyncrasy,Relation
Immobilization,Intentionally_affect
Imposing_obligation,Transitive_action
In,Containment_relation_IS
Inclination,Gradable_attributes
Infrastructure,Artifact
Ingestion,Manipulation
Ingest_substance,Intentionally_act
Inhibit_movement,Intentionally_affect
Inspecting,Scrutinizing_for
Institutions,Organization
Intentionally_act,Event
Intentionally_affect,Intentionally_act,Transitive_action
Intentionally_create,Intentionally_act
Intentional_traversing,Self_motion,Traversing
Intercepting,Intentionally_act
Interrupt_process,Transitive_action
Into,Containment_relation_IS
Intoxication,Gradable_attributes
Invading,Attack,Invasion_scenario
Judgment_direct_address,Judgment_communication
Jury_deliberation,Trial
Just_found_out,Emotions_by_stimulus
Kidnapping,Committing_crime,Getting
Killing,Transitive_action
Knot_creation,Intentionally_create
Law,Artifact
Likelihood,Gradable_attributes
Lively_place,Gradable_attributes
Locale_by_event,Locale
Locale_by_ownership,Locale
Locale_by_use,Locale
Location_of_light,Measurable_attributes
Locative_relation,Relation,State,Trajector-Landmark
Lose_possession,Eventive_affecting,Lose_possession_scenario
Luck,Gradable_attributes
Make_acquaintance,Reciprocality
Manipulate_into_doing,Intentionally_affect
Manipulate_into_shape,Intentionally_affect
Manipulation,Intentionally_affect
Manufacturing,Intentionally_create
Mass_motion,Motion
Measurable_attributes,Attributes,Gradable_attributes
Measure_area,Measures
Measure_by_action,Measures
Measure_duration,Measures
Measure_linear_extent,Measures
Measure_mass,Measures
Measure_volume,Measures
Medical_conditions,Gradable_attributes
Medical_professionals,People_by_vocation
Meet_specifications,Satisfying
Memorization,Cogitation
Mental_property,Social_behavior_evaluation
Mental_stimulus_exp_focus,Experiencer_focus
Military,Organization
Misdeed,Event
Money,Artifact
Morality_evaluation,Social_behavior_evaluation
Motion_directional,Motion
Motion_noise,Motion
Name_conferral,Intentionally_act
Natural_features,Locale
Noise_makers,Artifact
Notification_of_charges,Arraignment
Obscurity,Gradable_attributes
Observable_body_parts,Shaped_part
Obviousness,Gradable_attributes
Operating_a_system,Using
Organization,Aggregate
Others_situation_as_stimulus,Emotions_by_stimulus
Out_of_existence,Cycle_of_existence_scenario
Part_edge,Part_whole
Partiality,Social_interaction_evaluation
Part_inner_outer,Part_whole
Partitive,Relation
Part_ordered_segments,Part_whole
Part_orientational,Part_whole
Part_piece,Being_included
Passing,Cause_motion
Passing_off,Intentionally_act
People_along_political_spectrum,People
People_by_age,People
People_by_jurisdiction,People
People_by_morality,People
People_by_origin,People
People_by_religion,People
People_by_residence,People
People_by_vocation,People
Perception_active,Intentionally_act,Perception
Perception_experience,Perception
Performers,People_by_vocation
Physical_entity,Entity
Piracy,Committing_crime,Intentionally_act
Placing,Cause_motion,Transitive_action
Planting,Agriculture
Position_on_a_scale,Gradable_attributes
Post_getting,Getting_scenario,Possession
Post_giving,Giving_scenario
Post_lose_possession,Lose_possession_scenario,Possession
Post_receiving,Receiving_scenario
Post_transfer,Possession,Transfer_scenario
Posture,State
Practice,Intentionally_act
Praiseworthiness,Social_behavior_evaluation
Precipitation,Process
Pre_getting,Getting_scenario,Possession
Pre_giving,Giving_scenario
Pre_lose_possession,Lose_possession_scenario,Possession
Pre_receiving,Receiving_scenario
Presence,Being_located
Pre_transfer,Possession,Transfer_scenario
Prison,Locale_by_use
Process_completed_state,Process,State
Process_continue,Process
Process_end,Event,Process
Processing_materials,Intentionally_affect
Process_initial_state,Process,State
Process_pause,Event,Process
Process_resume,Event,Process
Process_start,Event,Process
Process_stop,Event,Process
Process_stopped_state,Process,State
Process_uncompleted_state,Process,State
Prominence,Gradable_attributes
Proximity_image_schema,Image_schema
Purpose,Attempting_scenario
Quitting,Employee's_scenario,Employment_end,Intentionally_act
Quitting_a_place,Departing,Self_motion
Rape,Committing_crime,Intentionally_affect
Rashness,Social_behavior_evaluation
Reading,Scrutiny
Reassuring,Communication
Receiving,Getting,Receiving_scenario
Receiving_scenario,Getting_scenario
Recording,Statement
Rejuvenation,Transitive_action
Relational_political_locales,Political_locales
Relation_between_individuals,Relation
Relative_time,Relation
Releasing,Intentionally_affect
Removing,Cause_motion,Transitive_action
Render_nonfunctional,Transitive_action
Reparation,Intentionally_affect
Repel,Invasion_scenario
Replacing,Intentionally_affect
Research,Scrutiny
Resolve_problem,Intentionally_act
Response,Eventive_affecting
Rest,Part_whole
Reveal_secret,Statement
Revenge,Rewards_and_punishments
Rewards_and_punishments,Intentionally_affect
Risky_situation,Gradable_attributes
Roadways,Locale_by_use
Robbery,Committing_crime
Rotting,Event
Ruling_legally,Intentionally_act
Scope,Attributes
Scouring,Scrutinizing_for
Scrutinizing_for,Scrutiny
Self_motion,Intentionally_act,Motion
Sensation,Perception
Sentencing,Criminal_process
Sequence,Relation
Set_relation,Inclusion_scenario
Setting_fire,Transitive_action
Shaped_part,Part_whole
Sharpness,Gradable_attributes
Shooting_scenario,Attempt_distant_interaction_scenario
Shoot_projectiles,Cause_motion
Silencing,Intentionally_affect
Similarity,Gradable_attributes,Reciprocality
Simultaneity,Relation
Sleep,Process_continue,Sleep_wake_cycle
Smuggling,Committing_crime
Soaking,Intentionally_affect
Social_behavior_evaluation,Gradable_attributes
Social_event_collective,Social_event
Social_event_individuals,Social_event
Social_interaction_evaluation,Social_behavior_evaluation
Sound_level,Measurable_attributes
Speed,Measurable_attributes
State_of_entity,State
Stinginess,Social_interaction_evaluation
Store,Aggregate
Strictness,Social_interaction_evaluation
Submitting_documents,Giving
Substance,Physical_entity
Success_or_failure,Attempting_scenario
Sufficiency,Position_on_a_scale
Suitability,Gradable_attributes
Summarizing,Communication
Supply,Giving
Surpassing,Position_on_a_scale
Surrendering_possession,Giving
Surviving,Success_or_failure
Suspiciousness,Social_behavior_evaluation
Taking,Getting,Intentionally_affect
Taking_time,Gradable_attributes
Telling,Statement
Temperature,Measurable_attributes
Temporal_collocation,Trajector-Landmark
Text,Artifact
Text_creation,Intentionally_create
Theft,Committing_crime
Thriving,State
Time_vector,Trajector-Landmark
Trajector-Landmark,Relation
Transfer,Eventive_affecting,Transfer_scenario
Transitive_action,Event,Objective_influence
Translating,Intentionally_create
Travel,Self_motion
Traversing,Motion
Trendiness,Social_behavior_evaluation
Trial,Criminal_process
Unemployment_rate,Measurable_attributes
Used_up,Position_on_a_scale
Use_firearm,Using
Usefulness,Gradable_attributes
Using,Intentionally_affect
Vehicle,Artifact
Verdict,Intentionally_act,Trial
Verification,Scrutiny
Visit_host_arrival,Visiting_scenario_arrival,Visitor_and_host
Visit_host_departure,Visiting_scenario_departing,Visitor_and_host
Visit_host_stay,Visitor_and_host
Visiting,Being_located,Intentionally_act
Visiting_scenario_arrival,Arriving,Visiting_scenario
Visiting_scenario_departing,Departing,Visiting_scenario
Visiting_scenario_stay,Visiting_scenario
Visitor_and_host,Visiting_scenario
Visitor_arrival,Arriving,Visiting_scenario_arrival
Visitor_departure,Departing,Visiting_scenario_departing
Volubility,Gradable_attributes
Waking_up,Event,Sleep_wake_cycle
Wealthiness,Gradable_attributes
Weapon,Artifact
Wholes_and_parts,Inclusion_scenario
Within_distance,Locative_relation
Working_on,Attempt
